precision,recall,threshold
0.03491703946995866,1.0,0.030148044
0.03491743493329105,1.0,0.03021393
0.03491783040558142,1.0,0.030223362
0.034918225886830065,1.0,0.030287398
0.034918621377037294,1.0,0.030349515
0.034921785621240785,1.0,0.030366454
0.03492218119208899,1.0,0.030517416
0.034922576771898826,1.0,0.03062187
0.034922972360670594,1.0,0.030701563
0.0349233679584046,1.0,0.030863186
0.03492376356510116,1.0,0.03104566
0.03492415918076056,1.0,0.031089664
0.03492455480538312,1.0,0.031197673
0.03492495043896913,1.0,0.031212822
0.034925346081518906,1.0,0.031228803
0.03492574173303275,1.0,0.031269137
0.03492613739351096,1.0,0.031334575
0.03492653306295386,1.0,0.03136076
0.03492692874136173,1.0,0.031379256
0.03492732442873489,1.0,0.03142679
0.03492772012507364,1.0,0.0314886
0.03492811583037828,1.0,0.03151401
0.03493761544825085,1.0,0.03155268
0.034938011377801954,1.0,0.031579442
0.03493840731632688,1.0,0.031664755
0.03493880326382593,1.0,0.03167292
0.034939199220299415,1.0,0.031675413
0.034939595185747636,1.0,0.031698115
0.0349399911601709,1.0,0.031731162
0.03494038714356952,1.0,0.031783808
0.03494078313594379,1.0,0.03178476
0.03494117913729401,1.0,0.03179444
0.0349415751476205,1.0,0.031804122
0.03494197116692357,1.0,0.031812485
0.0349423671952035,1.0,0.031966195
0.034942763232460615,1.0,0.032039132
0.034943159278695214,1.0,0.032150257
0.034943555333907604,1.0,0.032196373
0.03494395139809809,1.0,0.032214675
0.03494434747126697,1.0,0.03224463
0.034944743553414565,1.0,0.032306828
0.03494513964454117,1.0,0.032362714
0.03494553574464709,1.0,0.032446705
0.034945931853732626,1.0,0.032451384
0.0349463279717981,1.0,0.032495294
0.0349467240988438,1.0,0.032497566
0.03494712023487004,1.0,0.032542355
0.03494751637987712,1.0,0.03256443
0.03494791253386535,1.0,0.032612175
0.03494830869683504,1.0,0.032614227
0.034948704868786484,1.0,0.032649804
0.03494910104972,1.0,0.032659966
0.034949497239635884,1.0,0.03274672
0.03494989343853444,1.0,0.03275799
0.03495028964641598,1.0,0.032760672
0.03495068586328081,1.0,0.032828342
0.034951082089129226,1.0,0.032976404
0.034951478323961546,1.0,0.033116166
0.03495187456777807,1.0,0.03321625
0.0349522708205791,1.0,0.03321817
0.03495266708236495,1.0,0.033230454
0.03495306335313591,1.0,0.03327122
0.03495345963289231,1.0,0.03327411
0.03495385592163443,1.0,0.033330772
0.034954252219362596,1.0,0.033353202
0.034954648526077096,1.0,0.033403233
0.03495504484177825,1.0,0.0334705
0.03495544116646636,1.0,0.033475414
0.03495583750014173,1.0,0.033527102
0.03495623384280466,1.0,0.033574928
0.03495663019445547,1.0,0.03361508
0.03495702655509445,1.0,0.033768397
0.03495742292472192,1.0,0.033774104
0.03495781930333817,1.0,0.033940602
0.03495821569094352,1.0,0.034043577
0.03495861208753827,1.0,0.034098
0.03495900849312272,1.0,0.034144383
0.034959404907697195,1.0,0.034221426
0.034959801331261975,1.0,0.034248196
0.03496019776381738,1.0,0.03426827
0.034960594205363724,1.0,0.03429515
0.034960990655901296,1.0,0.03436959
0.03496138711543041,1.0,0.034408655
0.03496178358395138,1.0,0.034434456
0.03496218006146449,1.0,0.03447936
0.03496257654797006,1.0,0.03451853
0.0349629730434684,1.0,0.034627493
0.03496336954795981,1.0,0.0346391
0.03496376606144459,1.0,0.034665085
0.03496416258392306,1.0,0.034716044
0.03496455911539552,1.0,0.03473229
0.03496495565586227,1.0,0.034746993
0.034965352205323624,1.0,0.034775566
0.034965748763779884,1.0,0.034856293
0.03496614533123136,1.0,0.03487324
0.034966541907678346,1.0,0.03488559
0.034966938493121165,1.0,0.034913085
0.0349677316909955,1.0,0.03495641
0.034968128303427624,1.0,0.034957852
0.0349685249248568,1.0,0.034982182
0.03496892155528333,1.0,0.035103153
0.03495797556798203,0.9996756406097956,0.035136085
0.034958372087747554,0.9996756406097956,0.035169877
0.034958768616508436,0.9996756406097956,0.035193548
0.034959165154264976,0.9996756406097956,0.035237834
0.03495956170101748,0.9996756406097956,0.035238463
0.03495995825676626,0.9996756406097956,0.035280257
0.03496035482151162,0.9996756406097956,0.03533774
0.03496075139525387,0.9996756406097956,0.035443924
0.03496114797799331,0.9996756406097956,0.035453483
0.034961544569730246,0.9996756406097956,0.035458285
0.034961941170464986,0.9996756406097956,0.035465054
0.03496233778019784,0.9996756406097956,0.035541013
0.03496273439892911,0.9996756406097956,0.035554927
0.03496313102665911,0.9996756406097956,0.03556245
